,text,label,humour,text_conv
1780, lekin sony…,0,0,लेकिन सोनी…
1781, haan…,0,0,हाँ…
1782, tumhaare hisaab se to daddy jee jahaan bhee akele hain na,0,0,तुम्हारे हिसाब से तो डैडी जी जहां भी अकेले हैं न
1783, haan,0,0,हाँ
1784, what? daddy jee kaheen phanse hue?,0,0,क्या? पिताजी जी kaheen phanse रंग?
1785," haan. dad kisee aisee jagah pe kaid hain, jahaan chaaron or andhera hai, jahaan bas ek daravaaza hai.",0,1,"हाँ. डैड किसी ऐसी जगह पे कैद हैं, जहां चारों ओर अँधेरा है, जहां बस एक दरवाजा है."
1786, andheree jagah mein kaid… hamaare ghar ka bathroom?,0,1,अंधेरी जगह में कैद… हमारे घर का बाथरूम?
1787," haan, lekin monisha ke bathroom kee donon tubai lights teen dine se kharaab hain",0,1,"हाँ, लेकिन मोनिषा के बाथरूम की दोनों टुबै लाइट्स तीन दिन से खराब हैं"
1788, huh? nayee lagava leejiye.,0,0,है ना? नयी lagava leejiye।
1789, lekin main wait kar rahee thee na,0,0,लेकिन व्हाइट करने से आदमी
1790, kis kee?,0,0,किस Kee?
1791, mar gaya ho?,0,1,मर गया हो?
1792, suffocation.,0,1,घुटन।
1793, suffocation?,0,0,घुटन?
1794," ducting problem. There is no ventilation of automatic lift. Explain explain. see. Rosesh, come here please. Suppose that Rosesh is lift, and this is his ventilation. Open your mouth. Sometimes what happens is that the mice get trapped in it. Just then the air circulation drop, lift man dead. daddy… ",1,1,"ducting समस्या। वहाँ स्वत: लिफ्ट का कोई वेंटिलेशन है। समझाने के बारे में बताएं। देख। Rosesh, यहाँ आ सकते हैं। मान लीजिए कि Rosesh लिफ्ट है, और यह अपने वेंटिलेशन है। अपना मुहँ खोलो। कभी कभी क्या होता है कि चूहों यह में फंस जाते है। तभी हवा परिसंचरण ड्रॉप, लिफ्ट आदमी मर चुका है। पिताजी ..."
1795," Dushyant, this is ridiculous. Close the mouth of Rosesh. And all of you guys, please ",0,0,"दुष्यंत, यह हास्यास्पद है। Rosesh के मुंह बंद कर दें। और तुम लोगों के सभी, कृपया"
1796, main to raste se ja raha tha… naanee maree to…,1,1,करने के लिए मुख्य Raste से ja रहा था ... naanee मारी करने के लिए ...
1797," sahil, main jaanatee hoon ki tum monisha ko bahut pyaar karate ho, lekin zara sa distanchai rakho plaiasai.indu,vaapas aa jao plaiasai, jahaan bhee ho tum. sahee salaamat vaapas aa jao.",1,1,"साहिल, मुख्य jaanatee हूं ki tum मनीषा ko bahut प्यार कराटे हो, lekin ज़रा सा distanchai Rakho plaiasai.indu, आ जाओ plaiasai, जहान Bhee हो तुम vaapas। sahee salaamat आ जाओ vaapas।"
1798," vah roee, sahil, vah roee!",0,0,"वाह रॉय, साहिल, वाह रोया!"
1799, ab to aap ko tasallee hogee mom aap se behat pyaar karatee hai,0,1,अब तो आप को तसल्ली होगी माँ आप से बेहत प्यार करती है
1800," haan, maza kitana aaya",1,1,"हाँ, मज़ा कितना आया"
1801, to ab yah to bas karen?,0,0,तो अब यह तो बस करें?
1802," nahin nahin, kidhar aur karate hain",0,0,"नहीं नहीं, किधर और करते हैं"
1803," dad, moneesha polichai station mein baithee hai.",1,1,"डैड, मोनीषा पोळीचे स्टेशन में बैठी है."
1804," are, bas aaj kee raat, okay?",1,0,"कर रहे हैं, बस आज Kee रात, ठीक है?"
1805, mom aa gayee. uth jaie. aap… nahin nahin. yahaan pe chhup jaie.,0,1,माँ आया था। के ऊपर चलते हैं। आप ... नहीं है। यहाँ आप छुपा पर चलते हैं।
1806, sahil!,0,0,समुद्र तट!
1807, kya hua?,0,0,क्या हुआ?
1808, sahil! moneesha ka bhee phonai aaya tha polichai station se.,0,1,साहिल! संबंधित पुलिस स्टेशन टा से भी monisa काउंटी Phonayi।
1809, moneesha abhee tak vaheen hai?,0,0,Monish फिर भी यह भाग गया?
1810," haan, kisee inspaichtor ne kaha diya hoga “will you havai a chup of tai?”, to baith gayee vah vahaan, you know monish. lekin vah inspaichtor ne abhee kaha ki…",0,1,"haan, kisee inspaichtor ne kaha diya hoga “will you havai a chup of tai?”, to baith gayee vah vahaan, you know monish. lekin vah inspaichtor ne abhee kaha ki…"
1811," kya? kya hua? arai you okay, mom?",0,0,"क्या? क्या हुआ? ारै यु ओके, माँ?"
1812," sahil, unhen ek laash milee hai, jisakee shakl bilkul indu se milatee–julatee hai.",0,1,"साहिल, उन्हें एक लाश मिली है, जिसकी शक्ल बिलकुल िन्दु से मिलाती–जुलती है."
1813," yah, yah ho hee nahin sakata, mom.",0,0,"यह, यह हो ही नहीं सकता, माँ."
1814," sahil, laash lambee hai, thodee see motee hai, muchhon vaalee hai, aur usake chahere par smilai hai.",1,1,"साहिल, लाश लंबे,, है थोड़ा मोटी muchona साथ samilaim मुस्कान है और अपनी बाहों को पार किया।"
1815," yah to indu hee hoga na, you know him, vah to kisee shok sabha mein bhee jaata hai to bhee “haillo, haillo” kahata hua. mere saath chalo, plaiasai. abhee abhee chalo plaiasai polichai station.",1,1,"yah to indu hee hoga na, you know him, vah to kisee shok sabha mein bhee jaata hai to bhee “haillo, haillo” kahata hua. mere saath chalo, plaiasai. abhee abhee chalo plaiasai polichai station."
1816," mom, mom, main aa raha hoon, mom.",0,1,"माँ, माँ, मैं आ रहा हूँ, माँ."
1817, jaldee!,0,0,जल्दी!
1818," dad, plaiasai, aaj raat ko ovair!",0,0,"डैड, पलेआसे, आज रात को ओवेर!"
1819," mamee jee, sandwichh?",0,0,"mamee जी, सैंडविच?"
1820," nahin, nahin, nahin. tum log khao.",0,0,"नहीं, नहीं, नहीं. तुम लोग खाओ."
1821," mamee jee, plaiasai kha leejie na? mere khaatir.",0,0,"mamee जेईई, plaiasai खा leejie na? मात्र khaatir।"
1822," monisha, plaiasai.",0,0,"मोनिशा, पलेआसे."
1823," momm, kha leejie na. daddy ko kuchh nahin hua hoga.",0,0,"मॉम, खा लीजिए न. डैडी को कुछ नहीं हुआ होगा."
1824," mom ham chaalees offichais ke lifts bhee chhaichk kar aaye hain. dad kisee lift mein nahin hai. you don’t worry, huh?",0,0,"माँ हम चालीस ओफ्फिचेस के लिफ्ट्स भी छइचक कर आये हैं. डैड किसी लिफ्ट में नहीं है. यू डॉन’टी वोर्री, हँ?"
1825," aur ham polichai station bhee gaye the, na, momm. vah daddy kee laash nahin thee na.",1,1,"Policai स्टेशन और हम जा चुके थे, नहीं, momama। उन्होंने कहा कि पिताजी की की लाश नहीं था।"
1826, achchha aap ne wallait chhaichk kiya tha laash ka?,0,1,अच्छा आप ने वाल्लेट छइचक किया था लाश का?
1827," dushyant, ek baar chahera chhaichk kar liya phir wallait chhaichk karane kee kya zaroorat hai.",1,1,"दुष्यंत, एक बार फिर क्या chaicaka Zaroorat ले लिया valalaita chaicaka कारण के चेहरे।"
1828," nahin nahin, har tarah kee tasallee karana zarooree hai, sonya. i’ll aixplain.",1,1,"तो नहीं तो नहीं, हर tarah Kee tasallee करण zarooree हाई, सोन्या। मैं aixplain करेंगे।"
1829," jeeja jee, vah laash jis aadamee kee thee, usane khudakhushee kee thee. ab daddy jee bhala khudakhushee kyon karenge?",1,1,"जीजा जी, आदमी की लाश से वाह, वह कुंजी khudakhusi के बाद से। डैडी जी bhalam khudakhusi अब वे क्यों होता?"
1830, tumhaare haath kee banee sandwichh khaate to zaroor khudakhushee karane kee koshish karate. is mein chatanee hai ya mirchon ka khet?,1,1,बानी sendavicahna के अपने हाथ jharura khudakhusi कराटे कारण खाते की कोशिश करो। मुख्य Catani miracom या खेत?
1831," oh my god, bahut teekhee banee hai kya? laie. main us mein gud daalake aatee hoon.",1,1,कहाँ ओह माई गॉड भी तेज हो गया है? पर विचार करें। अच्छा आदमी Mein मैं हूं dalake आता है।
1832," my god! sandwichh mein gud? plaiasai givai mai a braiak, moneesha. rosesh, tumane railway station mein phonai kiya tha na.",0,0,"माय गॉड! सैंडविच में गुड़? पलेआसे जीवै मई ा ब्रेअक, मोनीषा. रोसेश, तुमने रेलवे स्टेशन में फोने किया था न."
1833," maine. maine phonai kiya tha. mujhe pata chala hai ki ek achchidaint ho gaya  hai, ek train dairail ho gayee hai. par vah goods train thee. maal gaadee. don’t worry, mom train ko bilkul nuqasaan nahin pahuncha hai. kyonki kya hai, ki train ka aiquilibrium hota hai, vah low hota hai. i’ll aixplain. maan lo ki, rosesh kee kamar, train ka dibba hai.",1,1,"maine. maine phonai kiya tha. mujhe pata chala hai ki ek achchidaint ho gaya  hai, ek train dairail ho gayee hai. par vah goods train thee. maal gaadee. don’t worry, mom train ko bilkul nuqasaan nahin pahuncha hai. kyonki kya hai, ki train ka aiquilibrium hota hai, vah low hota hai. i’ll aixplain. maan lo ki, rosesh kee kamar, train ka dibba hai."
1834," dushyant, chhoo chhoo gaadee ham baad mein khelenge. mom, dad ka voodoo chhart bata raha hai, vah kisee gupha mein hai",0,1,"दुष्यंत, छू छू गाडी हम बाद में खेलेंगे. माँ, डैड का वूडू छर्ट बता रहा है, वह किसी गुफा में है"
1835, gupha mein?,0,0,गुफा में?
1836, you maian chavai? lekin dad chavai mein kyon jaenge?,0,0,यु माइआ चावै? लेकिन डैड चावै में क्यों जाएंगे?
1837, soosoo?,1,1,रजाई?
1838, how gross!,1,1,कितना घटिया!
1839," naturai’s chall. praissurai badh gaya hoga, to gupha mein. kyonki kidnaiy ka kya hota hai, i’ll aixplain. to rosesh…",1,1,"नटुरे’स चलल. प्रेस्सुराई बढ़ गया होगा, तो गुफा में. क्योंकि किड्नीय का क्या होता है, ी’लल ऐक्सप्लेन. तो रोसेश…"
1840," dushyant main kidnaiy nahin banoonga, okay.",0,0,"दुष्यंत मुख्य kidnaiy तो नहीं banoonga, ठीक है।"
1841, okay. mom…,1,1,ठीक है। माँ ...
1842," nahin, plaiasai, ham sab samajh chuke hain, tum moneesha ko samajhao.",0,0,"नहीं, पलेआसे, हम सब समझ चुके हैं, तुम मोनीषा को समझाओ."
1843," mamee jee, kuchh to kha leejie.",0,0,"mamee जी, कुछ तो करने के लिए खा leejie।"
1844," no thanks, beta.",0,0,"नहीं धन्यवाद, बीटा।"
1845," mamee jee plaiasai. dekhie na, maine sheera banaaya hai.",0,1,"mamee जेईई plaiasai। dekhie na, hai मैने Sheera banaaya।"
1846," tab to daifinitaily no thanks, beta",1,1,"daifinitaily नहीं धन्यवाद करने के लिए टैब, बीटा"
1847, main to raste se ja raha tha…,0,0,मैं तो रास्ते से जा रहा था…
1848, sahil plaiasai!,0,0,साहिल पलेआसे!
1849, teree naanee maree to main kya karoon?,1,1,कहाँ अपनी दादी दुखद के आदमी को मारने के कर रहा है?
1850, maya?,0,0,माया?
1851," oh, kashyap, thank god tum aa gaya, kashyap!",0,0,"ओह, कश्यप, थैंक गॉड तुम आ गया, कश्यप!"
1852," maya, tumhaaree tabeeyaat to theek hai na. itane raat gaye mujhe kyon bulaaya.",0,1,"माया, तुम्हारी तबीयत तो ठीक है न. इतने रात गए मुझे क्यों बुलाया."
1853," kashyap, indu gaayab ho gaya hai, aur mujhe bahut dar lag raha hai!",0,1,"कश्यप, िन्दु गायब हो गया है, और मुझे बहुत डर लग रहा है!"
1854, chinta kee koi baat nahin hai. vah vaapas aa jaega.,0,0,चिंता की कोई बात नहीं है. वह वापस आ जाएगा.
1855," isee baat par to mujhe dar hai ki vah vaapas aa jaega. i know it sounds rottain, ",1,1,"इसी बात पर तो मुझे डर है की वह वापस आ जाएगा. ई क्नोव इट साउंड्स रटैं,"
1856," lekin indu gaayab ho jaane se, na jaane kyon, maan hee maan mein bahut khush hoon.",1,1,"लेकिन िन्दु गायब हो जाने से, न जाने क्यों, मान ही मान में बहुत खुश हूँ."
1857, what?,0,0,क्या?
1858," plaiasai, kashyap. mujhe yahaan se le chalo, kaheen door le chalo, plaiasai!",1,1,"पलेआसे, कश्यप. मुझे यहाँ से ले चलो, कहीं दूर ले चलो, पलेआसे!"
1859," maya, don’t bai chrazy! mere bachche hain, tumhaaree to bahoo bhee hai, vah kya sochegee?",0,0,"माया, डॉन’त बाई क्रज़य! मेरे बच्चे हैं, तुम्हारी तो बहू भी है, वह क्या सोचेगी?"
1860," maya, maya, tumhaaree bahoo dam se nahin sochatee mujhe maaloom hai, lekin indu ko socho! indu vaapas aa gaya to?",0,1,"माया, माया, आप जानते हैं, नहीं लगता कि mujahai डेम हाथ है, लेकिन इंदु सोचो! फिर वापस पिछले अंडा?"
1861," to main kah doongee usase, “it’s all ovair, indu. ab main kashyap kee ho chukee hoon. meree zindagee mein tumhaare lie koee jagah nahin hai.”",0,1,"तो मैं कह दूँगी उससे, “आईटी’स आल ओवेर, िन्दु. अब मैं कश्यप की हो चुकी हूँ. मेरी ज़िंदगी में तुम्हारे लिए कोई जगह नहीं है.”"
1862, maya! maya!,0,0,मई के! मई के!
1863," haillo, husband. how arai you?",0,0,"haillo, पति। आप कैसे एआरएआई?"
1864, how am i? i am mad! abe o bigade hue mixair-grindair jaisee aavaaz vaala kashyap!,1,1,कैसे Am है? This'm पागल! अबे ओ कुंजी रंग miksayr-grindir Jaisi आवाज़ कश्यप वाला!
1865, stop it! maya bachao,0,0,इसे रोक! माया बचाओ
1866," moneesha, utho!",0,0,"मोनीषा, उठो!"
1867," dad, dad, dad, railax!",0,0,"पिता, पिता, पिता, railax!"
1868," dad, this is a saitup.",0,0,"पिता, यह एक saitup है।"
1869," haan, maamee jee jaan chukee thee ki aap alamaaree mein chhupe hon.",0,0,"हाँ, आप में से कई मैमी जी रिपोर्ट chupe माननीय Mein अलमारी था।"
1870, sahil? toone bata diya na?,0,0,साहिल? Toone बच्चों को खो दिया है?
1871," nahin, main khud hee samajh gayee.",0,0,"तो नहीं, मुख्य khud ही mein समझ गयी।"
1872, kaise?,0,0,कैसे?
1873," jab sahil ne vah ghatiya sadak chhaap gaana dobaara gaya, kaun sa vaala to beta?",1,1,"जब साहिल ghatiya सड़क वह, फिर से गाने के लिए खड़ा था जो तब बिट बीटा के साथ?"
1874, teree naanee maaree to main kya karoon!,0,1,तो अपनी दादी में आदमी कैसे दुखद!
1875, vahee.,0,0,एक ही।
1876, to?,0,0,सेवा?
1877," mere mana karane par bhee vaheen galatee dobaara doharaane kee bevakoophee moneesha kar sakatee hai, lekin jab mere sahil ne vahee gaana dobaara gaya, to mujhe samajh gayee ki daal mein kuchh… i maian, sheere mein kuchh garam masaala hai!",1,1,"mere mana karane par bhee vaheen galatee dobaara doharaane kee bevakoophee moneesha kar sakatee hai, lekin jab mere sahil ne vahee gaana dobaara gaya, to mujhe samajh gayee ki daal mein kuchh… i maian, sheere mein kuchh garam masaala hai!"
1878, aur tujhe pareshan karane ke lie mujhe bulaaya gaya.,0,0,और तुझे परेशां करने के लिए मुझे बुलाया गया.
1879, main to jaanata hee tha.,0,0,jaanata ही था करने के लिए मुख्य।
1880," don’t bullshit, dad!",0,0,"बकवास नहीं करते हैं, पिता!"
1881," i’m not bullshitting! okay, part two?",1,1,"मैं bullshitting नहीं कर रहा हूँ! ठीक है, भाग दो?"
1882," okay, okay, aivairyonai now if you will aixchusai us. ham donon meea beevee zara akele mein rahana chaahate hain. kashyap, thank you so muchh, you’rai a swaiaithaiart!",0,0,"okay, okay, aivairyonai now if you will aixchusai us. ham donon meea beevee zara akele mein rahana chaahate hain. kashyap, thank you so muchh, you’rai a swaiaithaiart!"
1883," but kisee aur ka swaiaithaiart, bigaada hua miksar–graindar! kyonki maya ka swaiaithaiart sirf main hoon.",0,1,"बूत किसी और का स्वायइथायरत, बिगाड़ा हुआ मिक्सर–ग्राइंडर! क्योंकि माया का स्वायइथायरत सिर्फ मैं हूँ."
1884, awww!,0,0,Awww!
1885, chalo.,0,0,चलो.
1886," oh, moneesha, by thai way, kal vah alamaaree zara hatava lena, haan? plaiasai.",0,0,"ओह, monish, bya वे कल हो, वाह वार्डरोब को फैलाने के लिए स्प्रिंग्स, हाँ? Plaiesai।"
1887," nahin! vah alamaaree kaheen nahin jaegee! maya, tumhen meree baat maananee hogee!",0,0,"नहीं करें! कहीं अलमारी वाह होगा! माया, आप मुझे आज्ञा का पालन करेंगे!"
1888," oh, i just lovai you, swaiaitiai. lait’s go.",0,0,"ओह, मैं सिर्फ lovai आप, swaiaitiai। lait चलो चलते।"
1889,behata mein dhan nasht ko kuchh nahin to nostailjiya kee khaatir jha jee kee naastailjiya ka,0,1,बेहटा में धन नष्ट को कुछ नहीं तो नॉस्टैल्जिया की खातिर झा जी की नास्टैल्जिया का
1890,nostailjiya matalab puraanee yaaden aapako 61 ni shulk milegee,0,0,Nostailajiya मतलब पुरानी यादों को आप 61 के लिए चार्ज होगा
1891,vaise to hamaare prinsipal the na sar edavard haimiltan aur roochi ka kod vagairah,0,0,वैसे तो हमारे प्रिंसिपल थे न सर एडवर्ड हैमिल्टन और रुचि का कोड वगैरह
1892,aur aapakee garlaphrend nikol graind chalata phirata kaamasootr jisake muqaabale meree mama baajare ke khet mein khadee skeyarakro jaise lagate  to,0,1,और आपकी गर्लफ्रेंड निकोल ग्रैण्ड चलता फिरता कामसूत्र जिसके मुक़ाबले मेरी मां बाजरे के खेत में खड़ी स्केयरक्रो जैसे लगते  तो
1893,yah in logon ne aaresaveepee maangana isaka naam bakaasur ,0,1,यह इन लोगों ने आरएसवीपी माँगना इसका नाम बकासुर
1894,kyonki saikil res bhee blaikamel kee saikil hongee kitanee 4 ya 500000,1,1,"साइकिल दौड़, यह भी चक्र की वजह से 4 kitani होगा या blaikamela 500000"
1895,aur pleej inase poochhe ki kya baat hai kisee ke kamare mein aane se pahale sharaab par ye to sabjee mandee hai yah poochhane kee koee zarurat nahin hai chaahe indravadan ka phon aaya tha landan se pahunch gaya hoon buland grid kuchh chaahiye vahaan se,1,1,aur pleej inase poochhe ki kya baat hai kisee ke kamare mein aane se pahale sharaab par ye to sabjee mandee hai yah poochhane kee koee zarurat nahin hai chaahe indravadan ka phon aaya tha landan se pahunch gaya hoon buland grid kuchh chaahiye vahaan se
1896,mooleeraam kee aaloo bhujiya,0,1,mooleeraam Kee आलू भुजिया
1897,landan se aaloo bhujhiya ham,0,0,लन्दन से आलू भुजहिया हम
1898,amitajee vahaan par 1 paiket milata hai matalab 125₹ aur 145₹ ka 1 paiket mila hai,0,0,amitajee vahan par 1 packet milta hai matalab 125₹ aur 145₹ ka 1 paiket mila hai
1899,kveens ko inshyorens kee moonh mera,0,0,क्वींस को इंश्योरेंस की मूँह मेरा
1900,kya jodee hai tum logon kee hasabaind varld klaas viskee mangavaata hai aur beevee manching,1,1,जोड़ी या तो की तुम लोग hansabainda विश्व स्तर viski mangavatam और पत्नी Osnabrueck
1901,aapake projekton par hoga lekin boyaphrend chaahie bana praivet plaating ho jaegee phorm bharen phorm phorm aiplikeshan mangaee hai delee ke oksaphord medikal kaunsil ka sentar vaalon ne vahaan ka istemaal agar mar jaana hospital ke hed deen kahate hain prinsipal ne kolej prinsipal,0,1,aapake projekton par hoga lekin boyaphrend chaahie bana praivet plaating ho jaegee phorm bharen phorm phorm aiplikeshan mangaee hai delee ke oksaphord medikal kaunsil ka sentar vaalon ne vahaan ka istemaal agar mar jaana hospital ke hed deen kahate hain prinsipal ne kolej prinsipal
1902,monishaa prinsipaal shaamil hai ki bairee maarch itanee importent khabar mujhe nahee sunaane ka bahut bahut shukriya,0,0,मोनिषा प्रिन्सिपाल शामिल है कि बैरी मार्च इतनी इम्पोर्टेन्ट खबर मुझे नहीं सुनाने का बहुत बहुत शुक्रिया
1903, shaayad aapako sarapraiz dena chaahate honge lekin mahaanisha khud pata tha,0,0,शायद आपको सरप्राइज देना चाहते होंगे लेकिन महानिशा खुद पता था
1904,saahil ne apanee sagee maan ko nahin bataaya lekin us baaharavaalee ko pata tha maan baap,0,1,"साहिल उसकी आंखों में माता-पिता को नहीं बताया है, लेकिन वह baharavali पता करने के लिए किया था"
1905,vo baahar vaalee unakee beevee hai,0,1,वह अपनी पत्नी बनाने के लिए बाहर है
1906,bachche agar main apaset hoon meree haan mein haan milaana tumhaare lie kampalsaree hai samajhe ya,0,1,बच्चे अगर मैं अपसेट हूं मेरी हाँ में हाँ मिलाना तुम्हारे लिए कम्पलसरी है समझे या
1907,phir se shuroo karate hain are re sain daee ne phaarm bharane ke lie aap ise pen maanga aur aabe ne bataaya ki saahil bhaee ne apanee sagee maan se chhupaee jis maan ne unhen 9 maheene apane pet mein rakhakar paala usane bataaya anajaan paraee aaootasaidars dhundh oobatu,0,1,फिर से shuroo कराटे hain हैं फिर सेन daee ne phaarm bharane ke झूठ aap आईएसई कलम maanga aur aabe ne bataaya ki साहिल bhaee ne apanee sagee मान से chhupaee जिस मान ne unhen 9 maheene apane पालतू mein rakhakar paala usane bataaya anajaan paraee aaootasaidars dhundh oobatu
1908,aur ye 9 maheene pet mein rakh ke palaayan aur dakshin jast tu hindee film soree bat naoo yoo aar oke no saahil dillee shipht ho jaega maneesha ke saath nisha ke gharavaalon ke kareeb roj roj un logon ka aana jaana hoga monishaa to khaana banaegee iseelie roz chhole bhatoore lassee sarason da saag vinega vaale any gharavaale aniyans aniyantran aaj subah chhole bhathoore chhole bhatoore mujhe harbal khyaal aaya saahil aur maneesha ke bachche honge vo log yahaan aaenge chhuttiyon me hamaare ghar mujhe bulaenge,0,1,aur ye 9 maheene pet mein rakh ke palaayan aur dakshin jast tu hindee film soree bat naoo yoo aar oke no saahil dillee shipht ho jaega maneesha ke saath nisha ke gharavaalon ke kareeb roj roj un logon ka aana jaana hoga monishaa to khaana banaegee iseelie roz chhole bhatoore lassee sarason da saag vinega vaale any gharavaale aniyans aniyantran aaj subah chhole bhathoore chhole bhatoore mujhe harbal khyaal aaya saahil aur maneesha ke bachche honge vo log yahaan aaenge chhuttiyon me hamaare ghar mujhe bulaenge
1909, kabeer jee ke pair par kinnar rainaavaaree 1 chhote se raajy kee sab kuchh kha leta hai jhaadoo chappal plaastik us din vo puraanee dee kis kaam kee mujhe dharatee,0,1,कबीर जी ke जोड़ी बराबर kinnar rainaavaaree 1 छोटे से raajy Kee सब कुछ तो खा leta hai jhaadoo चप्पल plaastik हमें दीन VO puraanee डी किस kaam Kee मुझ्े dharatee
1910,baatharoom mein roshesh hai donon naee chal raha hai,0,1,बाथरूम में रोशेष है दोनों नई चल रहा है
1911,chashme kee phrem chashme kee jaroorat padegee aage chalakar in kameenon kee nazar kamazor hone vaalee ro mein baithakar pijja stor ke pahale 24 maarch tak,0,1,चश्मे की फ्रेम चश्मे की जरूरत पड़ेगी आगे चलकर इन कमीनों की नज़र कमज़ोर होने वाली रो में बैठकर पिज्जा स्टोर के पहले 24 मार्च तक
1912,tumako paartee aaee thee na,0,0,Parati तुमको से आते हैं
1913,ho gaee veenas tokeej is arthashaastr mein stopej daun maama yoo ka naam rilaayans limited see,0,0,Vinasa tokija अर्थशास्त्र Mein नाम रिलायंस लिमिटेड यूं ठहराव नीचे माँ सी हो
1914,limit see see mama bahut hee intresting tiharee shikaayaten hamaare draama skool ke elbart sainy halachal mach gaee ledeej gaanv lait lebals bheree kabhee kabhee aiktar aapase jo bhee aikshan 1spekt kiya jaata hai ab bilakul usaka ulta keejiye egjaampal agar aapaka eksapekted riekshan ek gussa ismail ghaayal bhaee is samaya soch rahe honge ki aap unase gussa hongee to mera riekshan hoga kool kampoj,0,0,limit see see mama bahut hee intresting tiharee shikaayaten hamaare draama skool ke elbart sainy halachal mach gaee ledeej gaanv lait lebals bheree kabhee kabhee aiktar aapase jo bhee aikshan 1spekt kiya jaata hai ab bilakul usaka ulta keejiye egjaampal agar aapaka eksapekted riekshan ek gussa ismail ghaayal bhaee is samaya soch rahe honge ki aap unase gussa hongee to mera riekshan hoga kool kampoj
1915,inaka chhahapee yah sirph thyoree se kaam nahin chalane vaala hamen kuchh praiktikal bhee sochana padega laib mein kit alee shulk kam bidesh me laiphabaay ka  lekin sanvaidhaanik maamalon ke star ka deta pammee sinh padmalakshmee se achchha vo ibaarat see jisaka dimpee sachadeva ke hasabaind ke saath chal raha tha,0,1,inaka chhahapee yah sirph thyoree se kaam nahin chalane vaala hamen kuchh praiktikal bhee sochana padega laib mein kit alee shulk kam bidesh me laiphabaay ka  lekin sanvaidhaanik maamalon ke star ka deta pammee sinh padmalakshmee se achchha vo ibaarat see jisaka dimpee sachadeva ke hasabaind ke saath chal raha tha
1916,pichhale saal jal raha tha is saal anuraadha va aasaanee ke hasabend ke saath chal raha hai vaada vumenaijar shailiyon baade usaka hamesha doosaron ke hasabend ke saath yah pata chalata hai vahaan par,0,0,pichhale saal jal raha tha is saal anuraadha va aasaanee ke hasabend ke saath chal raha hai vaada vumenaijar shailiyon baade usaka hamesha doosaron ke hasabend ke saath yah pata chalata hai vahaan par
1917,aur koee padosee hai is tarah ye jab kamalapuree ka bangalo hai,0,0,और कोइ पड़ोसी है इस तरह ये जब कमलपुरी का बंगलो है
1918,phir to theek hai daaktar kamalapuree ke saath hee dostee karenge unaka apana sviming pool bhee yah daadee to jetalee baar dekhoongee ret lagaana sviming pul mein aayee un dokyuments aaaich kamalapuree eks naishanal sviming chaimpiyanaship yahaan tairatee hai vo ladakee ladakee  1 baar phir dikhaee vo khaatee huee pooree bharee huee daravaaje par khadee hogee mere yahaan ke sthaaneey pikanik khatm ho gaee sviming ke lie 1 bikanee udhaar to kee bikree diya,0,1,फिर करने के लिए theek hai daaktar kamalapuree ke saath ही dostee सुस्त unaka अपान sviming पूल Bhee हाँ daadee को jetalee baar dekhoongee सेवानिवृत्त lagaana sviming पुल mein आयी संयुक्त राष्ट्र dokyuments aaaich kamalapuree ई.के.एस. naishanal sviming chaimpiyanaship यहां tairatee hai VO ladakee ladakee 1 baar फिर dikhaee VO khaatee huee pooree bharee huee daravaaje बराबर khadee hogee मात्र यहां ke sthaaneey pikanik khatm हो Gaee sviming ke झूठ 1 bikanee udhaar को Kee bikree दिया
1919,monishaa kamalapuree bina kuchh pahane aise thode hee daravaaza mainne aisa aata hai teem ne kaha tha ki vah udhaar kee bikinee shabd kahaan se main nahin jaoongee kangana cheele nahin jaega dillee aae 1 proses daale antaaksharee khelakar kee khushee jataana ij jast so,0,1,monishaa kamalapuree बीना कुछ तो pahane ऐसे Thode ही daravaaza mainne ऐसा aata hai डालना ne Kaha था की VAH udhaar Kee bikinee Shabd कहां से मुख्य तो नहीं jaoongee कंगना cheele तो नहीं jaega dillee AAE 1 proses daale antaaksharee khelakar Kee khushee jataana ij jast तो
1920,bhuleshvar borivalee kandivalee ko itanee mushkil se myoojik klaasij se soree soree mama bataar plaan va,0,1,"बोरीवली, कांदीवली Itni mayujika kalasijha पर सूची में कहने के लिए खेद खेद माँ वा मक्खन लेस्बियन मुश्किल"
1921,monika bhaabhee ne to saaph kah diya ki vo dillee jaana hee nahin jaatee hai agar ghonsala bangalon mein rahana pada to ekaadh ghonsala bangalo urph maee phevarit gipht,0,0,मोनिका bhaabhee ne को saaph kah दिया की VO dillee jaana ही तो नहीं jaatee hai अगर ghonsala bangalon mein rahana pada को ekaadh ghonsala bangalo urph maee phevarit gipht
1922,saahil vo mana hee nahin kar saka myoozik vainyoo mein jin monishaa yahaan se nahin ja rahee is baat se mujhe khushee ho rahee hai,0,1,साहिल वो मन ही नहीं कर सका म्यूज़िक वैन्यू में जिन मोनिषा यहां से नहीं जा रही इस बात से मुझे खुशी हो रही है
